NAME,H INDEX,IMPACT FACTOR 
"Proceedings - 2014 International Conference on Embedded and Ubiquitous Computing, EUC 2014",7,1.406785523224558
"10th ACM International Conference on Underwater Networks and Systems, WUWNet 2015",4,1.3453417148437303
"HEALTHINF 2016 - 9th International Conference on Health Informatics, Proceedings; Part of 9th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2016",3,1.3248604453834545
"Proceedings - 2015 IEEE 2nd International Conference on Cybernetics, CYBCONF 2015",5,1.3658229843040062
"2015 IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision, CogSIMA 2015",5,1.3658229843040062
"Proceedings - 28th Brazilian Symposium on Software Engineering, SBES 2014",4,1.3453417148437303
"2015 International Seminar on Intelligent Technology and Its Applications, ISITIA 2015 - Proceeding",4,1.3453417148437303
Proceedings of IGLC 23 - 23rd Annual Conference of the International Group for Lean Construction: Global Knowledge - Global Solutions,1,1.2838979064629026
IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,25,1.7754483735095241
"ACL-IJCNLP 2015 - 53rd Annual Meeting of the Association for Computational Linguistics and the 7th International Joint Conference on Natural Language Processing, Proceedings of the Student Research Workshop",2,1.3043791759231786
"2016 IEEE Conference on Control Applications, CCA 2016",3,1.3248604453834545
"2016 International Conference on High Performance Computing and Simulation, HPCS 2016",4,1.3453417148437303
"2014 7th ESA Workshop on Satellite Navigation Technologies and European Workshop on GNSS Signals and Signal Processing, NAVITEC 2014 - Proceedings",4,1.3453417148437303
International Conference on Advanced Technologies for Communications,10,1.4682293316053858
"Proceedings - 2014 IEEE International Conference on Mechatronics, Electronics, and Automotive Engineering, ICMEAE 2014",2,1.3043791759231786
"2016 IEEE MTT-S International Microwave Workshop Series on Advanced Materials and Processes for RF and THz Applications, IMWS-AMP 2016 - Proceeding",2,1.3043791759231786
"SysTEX 2016 - 1st Workshop on System Software for Trusted Execution, colocated with ACM/IFIP/USENIX Middleware 2016",2,1.3043791759231786
Proceedings of the International ISCRAM Conference,4,1.3453417148437303
"2013 3rd World Congress on Information and Communication Technologies, WICT 2013",4,1.3453417148437303
IWCTS 2014 - Proceedings of the 7th ACM SIGSPATIAL International Workshop on Computational Transportation Science,3,1.3248604453834545
"2016 3rd International Conference on Computer and Information Sciences, ICCOINS 2016 - Proceedings",2,1.3043791759231786
IEEE ESUCB 2015 - 6th European Symposium on Ultrasonic Characterization of Bone,2,1.3043791759231786
138th Audio Engineering Society Convention 2015,6,1.386304253764282
"ISBA 2016 - IEEE International Conference on Identity, Security and Behavior Analysis",4,1.3453417148437303
"20th AIAA International Space Planes and Hypersonic Systems and Technologies Conference, 2015",5,1.3658229843040062
"A-TEST 2016 - Proceedings of the 7th International Workshop on Automating Test Case Design, Selection, and Evaluation, co-located with FSE 2016",2,1.3043791759231786
"Proceedings of the 8th Workshop on Social Network Mining and Analysis, SNAKDD 2014",4,1.3453417148437303
"Parallel and Distributed Computing, Applications and Technologies, PDCAT Proceedings",21,1.6935232956684205
"2015 IEEE International Conference on Information and Automation, ICIA 2015 - In conjunction with 2015 IEEE International Conference on Automation and Logistics",7,1.406785523224558
"European Conference on Information Warfare and Security, ECCWS",4,1.3453417148437303
"Proceedings - 2014 International Conference on Emerging Security Technologies, EST 2014",3,1.3248604453834545
"2015 Sustainable Internet and ICT for Sustainability, SustainIT 2015",4,1.3453417148437303
"WISMM 2014 - Proceedings of the 1st International Workshop on Internet-Scale Multimedia Management, Workshop of MM 2014",4,1.3453417148437303
"WISP 2015 - IEEE International Symposium on Intelligent Signal Processing, Proceedings",4,1.3453417148437303
"Proceedings - UKSim-AMSS 8th European Modelling Symposium on Computer Modelling and Simulation, EMS 2014",4,1.3453417148437303
Proceedings - CQR 2016: 2016 IEEE International Workshop Technical Committee on Communications Quality and Reliability,2,1.3043791759231786
"CPP 2015 - Proceedings of the 2015 ACM Conference on Certified Programs and Proofs, co-located with POPL 2015",5,1.3658229843040062
"IEEE Symposium on Computational Intelligence Applications in Smart Grid, CIASG",6,1.386304253764282
"DRCN 2014 - Proceedings, 10th International Conference on Design of Reliable Communication Networks",4,1.3453417148437303
"Proceedings of IEEE International Conference on Teaching, Assessment and Learning for Engineering: Learning for the Future Now, TALE 2014",4,1.3453417148437303
"CBSE 2015 - Proceedings of the 18th International ACM SIGSOFT Symposium on Component-Based Software Engineering, Part of CompArch 2015",4,1.3453417148437303
"Pacific Asia Conference on Information Systems, PACIS 2015 - Proceedings",5,1.3658229843040062
"2014 International Symposium on Computers in Education, SIIE 2014",2,1.3043791759231786
"IEEE/IFIP International Conference on VLSI and System-on-Chip, VLSI-SoC",7,1.406785523224558
"ROSE 2014 - 2014 IEEE International Symposium on RObotic and SEnsors Environments, Proceedings",4,1.3453417148437303
"2015 IEEE 5th International Conference on Computational Advances in Bio and Medical Sciences, ICCABS 2015",2,1.3043791759231786
"2014 IEEE Non-Volatile Memory Systems and Applications Symposium, NVMSA 2014",4,1.3453417148437303
"IEEE SSCI 2014 - 2014 IEEE Symposium Series on Computational Intelligence - IA 2014: 2014 IEEE Symposium on Intelligent Agents, Proceedings",4,1.3453417148437303
"2013 9th International Conference on Information Assurance and Security, IAS 2013",4,1.3453417148437303
ACM IMCOM 2016: Proceedings of the 10th International Conference on Ubiquitous Information Management and Communication,4,1.3453417148437303
EAGE Workshop on High Performance Computing for Upstream 2014,2,1.3043791759231786
"2014 7th International Conference on Contemporary Computing, IC3 2014",6,1.386304253764282
"International Conference on Energy Economics and Environment - 1st IEEE Uttar Pradesh Section Conference, UPCON-ICEEE 2015",1,1.2838979064629026
"Proceedings - 17th IEEE International Conference on Computational Science and Engineering, CSE 2014, Jointly with 13th IEEE International Conference on Ubiquitous Computing and Communications, IUCC 2014, 13th International Symposium on Pervasive Systems, Algorithms, and Networks, I-SPAN 2014 and 8th International Conference on Frontier of Computer Science and Technology, FCST 2014",6,1.386304253764282
"CAMTA 2016 - Actas de la Conferencia Argentina de Micro-Nanoelectronica, Tecnologia y Aplicaciones: Proceedings of the Argentine Conference of Micro-Nanoelectronics Technology and Applications",1,1.2838979064629026
"SACI 2014 - 9th IEEE International Symposium on Applied Computational Intelligence and Informatics, Proceedings",5,1.3658229843040062
Proceedings - VRCAI 2014: 13th ACM SIGGRAPH International Conference on Virtual-Reality Continuum and Its Applications in Industry,4,1.3453417148437303
"1st IMEKO TC4 International Workshop on Metrology for Geotechnics, MetroGeotechnics 2016",3,1.3248604453834545
"ASME 2014 12th Biennial Conference on Engineering Systems Design and Analysis, ESDA 2014",7,1.406785523224558
"2014 International Conference on Signal Processing and Integrated Networks, SPIN 2014",9,1.4477480621451098
"2015 Nordic Circuits and Systems Conference, NORCAS 2015: NORCHIP and International Symposium on System-on-Chip, SoC 2015",3,1.3248604453834545
"Traffic and Granular Flow, 2013",4,1.3453417148437303
"2014 IEEE International Symposium on Haptic, Audio and Visual Environments and Games, HAVE 2014 - Proceedings",4,1.3453417148437303
"2014 IEEE 2nd International Conference on Emerging Electronics: Materials to Devices, ICEE 2014 - Conference Proceedings",1,1.2838979064629026
CSEDU 2016 - Proceedings of the 8th International Conference on Computer Supported Education,3,1.3248604453834545
"2014 7th Advanced Satellite Multimedia Systems Conference and the 13th Signal Processing for Space Communications Workshop, ASMS/SPSC 2014",4,1.3453417148437303
"International Workshop on Artificial Immune Systems, AIS 2015/ICSI3 2015 - Systems Immunology, Immunoinformatics and Immune-computation: Immunology without Borders, Proceedings",2,1.3043791759231786
"2015 IEEE China Summit and International Conference on Signal and Information Processing, ChinaSIP 2015 - Proceedings",1,1.2838979064629026
"IEEE SSCI 2014 - 2014 IEEE Symposium Series on Computational Intelligence - CIBCI 2014: 2014 IEEE Symposium on Computational Intelligence in Brain Computer Interfaces, Proceedings",2,1.3043791759231786
"Proceedings of the 25th Biennial Lester Eastman Conference on High Performance Devices, LEC 2016",1,1.2838979064629026
"2016 URSI International Symposium on Electromagnetic Theory, EMTS 2016",4,1.3453417148437303
"Proceedings - 2014 9th IEEE International Conference on Design and Technology of Integrated Systems in Nanoscale Era, DTIS 2014",5,1.3658229843040062
"Proceedings - 2015 IEEE/ACM 19th International Symposium on Distributed Simulation and Real Time Applications, DS-RT 2015",4,1.3453417148437303
"IEEE Symposium on Large Data Analysis and Visualization 2015, LDAV 2015 - Proceedings",3,1.3248604453834545
"Proceedings - 2014 International Conference on Intelligent Networking and Collaborative Systems, IEEE INCoS 2014",1,1.2838979064629026
"Proceedings - IEEE 7th International Conference on Self-Adaptation and Self-Organizing Systems Workshops, SASOW 2013",4,1.3453417148437303
"Proceeding - 2014 Makassar International Conference on Electrical Engineering and Informatics, MICEEI 2014",2,1.3043791759231786
HAI 2014 - Proceedings of the 2nd International Conference on Human-Agent Interaction,4,1.3453417148437303
"UM3I 2014 - Proceedings of the 2014 ACM Workshop on Understanding and Modeling Multiparty, Multimodal Interactions, Co-located with ICMI 2014",4,1.3453417148437303
"2015 International Conference on Information and Communication Technology Research, ICTRC 2015",6,1.386304253764282
Advances in Transdisciplinary Engineering,3,1.3248604453834545
"2014 Global Information Infrastructure and Networking Symposium, GIIS 2014",5,1.3658229843040062
"2015 19th International Conference on System Theory, Control and Computing, ICSTCC 2015 - Joint Conference SINTES 19, SACCS 15, SIMSIS 19",5,1.3658229843040062
"Institute of Navigation International Technical Meeting 2014, ITM 2014",5,1.3658229843040062
"25th International Conference on Electronics, Communications and Computers, CONIELECOMP 2015",2,1.3043791759231786
"Proceedings of the 2015 IEEE International Conference on Power and Advanced Control Engineering, ICPACE 2015",3,1.3248604453834545
"BIOSIGNALS 2015 - 8th International Conference on Bio-Inspired Systems and Signal Processing, Proceedings; Part of 8th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2015",4,1.3453417148437303
"2014 11th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology, ECTI-CON 2014",6,1.386304253764282
